Trans. Date,Post Date,Description,Amount,Category
02/07/2017,02/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",28.57,"Supermarkets"
02/07/2017,02/07/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00763R",5.39,"Gasoline"
02/07/2017,02/07/2017,"TARGET RICHFIELD MN",84.52,"Supermarkets"
02/08/2017,02/08/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.98,"Supermarkets"
02/08/2017,02/08/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00875R",5.39,"Gasoline"
02/09/2017,02/09/2017,"INTERNET PAYMENT - THANK YOU",-441.44,"Payments and Credits"
02/09/2017,02/09/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.79,"Supermarkets"
02/09/2017,02/09/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.16,"Supermarkets"
02/09/2017,02/09/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00960R",14.16,"Gasoline"
02/10/2017,02/10/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAHS5MOEKDFCJ",12.00,"Merchandise"
02/10/2017,02/10/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.31,"Supermarkets"
02/10/2017,02/10/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01098R",5.39,"Gasoline"
02/11/2017,02/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.58,"Supermarkets"
02/11/2017,02/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.97,"Supermarkets"
02/11/2017,02/11/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01162R",7.08,"Gasoline"
02/11/2017,02/11/2017,"TARGET RICHFIELD MN",2.37,"Supermarkets"
02/12/2017,02/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.40,"Supermarkets"
02/12/2017,02/12/2017,"PIZZA LUCE UPTOWN II MINNEAPOLIS MN",25.00,"Restaurants"
02/12/2017,02/12/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01251R",5.39,"Gasoline"
02/12/2017,02/12/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01241R",27.45,"Gasoline"
02/12/2017,02/12/2017,"TARGET SAINT PAUL MN",13.94,"Supermarkets"
02/13/2017,02/13/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.28,"Supermarkets"
02/13/2017,02/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01355R",5.39,"Gasoline"
02/14/2017,02/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.32,"Supermarkets"
02/14/2017,02/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01465R",5.39,"Gasoline"
02/15/2017,02/15/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.18,"Supermarkets"
02/15/2017,02/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01515R",3.38,"Gasoline"
02/15/2017,02/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01500R",10.78,"Gasoline"
02/15/2017,02/15/2017,"SUPERAMERICA 4359 ST PAUL MN01543R",8.60,"Gasoline"
02/16/2017,02/16/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.67,"Supermarkets"
02/17/2017,02/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.39,"Supermarkets"
02/17/2017,02/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.76,"Supermarkets"
02/18/2017,02/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
02/18/2017,02/18/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.15,"Supermarkets"
02/18/2017,02/18/2017,"TARGET RICHFIELD MN",6.92,"Supermarkets"
02/19/2017,02/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.50,"Supermarkets"
02/19/2017,02/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.58,"Supermarkets"
02/20/2017,02/20/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02044R",7.08,"Gasoline"
02/20/2017,02/20/2017,"TARGET RICHFIELD MN",107.26,"Supermarkets"
02/20/2017,02/20/2017,"THE HOME DEPOT #2845 RICHFIELD MN",26.44,"Home Improvement"
02/21/2017,02/21/2017,"INTERNET PAYMENT - THANK YOU",-348.04,"Payments and Credits"
02/21/2017,02/21/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.41,"Supermarkets"
02/21/2017,02/21/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02137R",5.39,"Gasoline"
02/21/2017,02/21/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02179R",5.39,"Gasoline"
02/22/2017,02/22/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.58,"Supermarkets"
02/22/2017,02/22/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02237R",5.39,"Gasoline"
02/23/2017,02/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.98,"Supermarkets"
02/23/2017,02/23/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02351R",5.39,"Gasoline"
02/24/2017,02/24/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.83,"Supermarkets"
02/24/2017,02/24/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02495R",5.39,"Gasoline"
02/24/2017,02/24/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02462R",5.39,"Gasoline"
02/25/2017,02/25/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
02/25/2017,02/25/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.14,"Supermarkets"
02/25/2017,02/25/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.98,"Supermarkets"
02/26/2017,02/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",32.82,"Supermarkets"
02/26/2017,02/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02606R",7.96,"Gasoline"
02/26/2017,02/27/2017,"TARGET RICHFIELD MN",46.17,"Supermarkets"
02/27/2017,02/27/2017,"FRONTIER GDS DENVER CO",422.40,"Travel/ Entertainment"
02/27/2017,02/27/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
02/27/2017,02/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
02/27/2017,02/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.58,"Supermarkets"
02/27/2017,02/27/2017,"TRAVELOCITY*7247434989 WWW.TVLY.COM WA2WCBBLM7S",260.19,"Travel/ Entertainment"
02/28/2017,02/28/2017,"ELEVATED MPLS MINNEAPOLIS MN",26.46,"Merchandise"
02/28/2017,02/28/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02860R",5.39,"Gasoline"
03/01/2017,03/01/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0228",50.78,"Services"
03/01/2017,03/01/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",31.79,"Supermarkets"
03/01/2017,03/01/2017,"PLAYSTATION NETWORK 800-345-7669 CA3AE23C756",9.99,"Merchandise"
03/02/2017,03/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
03/02/2017,03/02/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
03/03/2017,03/03/2017,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-24.44,"Awards and Rebate Credits"
03/03/2017,03/03/2017,"ELEVATED MPLS MINNEAPOLIS MN",12.11,"Merchandise"
03/03/2017,03/03/2017,"INTERNET PAYMENT - THANK YOU",-800.00,"Payments and Credits"
03/03/2017,03/03/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",7.01,"Restaurants"
03/03/2017,03/03/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.25,"Supermarkets"
03/03/2017,03/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00329R",8.27,"Gasoline"
03/03/2017,03/05/2017,"TRAVELOCITY*7247434989 WWW.TVLY.COM WA2WCBBLM7S",-260.19,"Payments and Credits"
03/04/2017,03/04/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAS4BV9CQ2GCR",0.51,"Merchandise"
03/04/2017,03/04/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",22.04,"Merchandise"
03/04/2017,03/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.95,"Supermarkets"
03/04/2017,03/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.12,"Supermarkets"
03/04/2017,03/04/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00485R",8.27,"Gasoline"
03/05/2017,03/05/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.20,"Supermarkets"
03/06/2017,03/06/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",27.54,"Merchandise"
03/06/2017,03/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.00,"Supermarkets"
03/08/2017,03/08/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",35.10,"Supermarkets"
03/09/2017,03/09/2017,"ELEVATED MPLS MINNEAPOLIS MN",12.11,"Merchandise"
03/10/2017,03/10/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01030R",5.58,"Gasoline"
03/11/2017,03/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.08,"Supermarkets"
03/12/2017,03/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.89,"Supermarkets"
03/12/2017,03/12/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.02,"Supermarkets"
03/13/2017,03/13/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.64,"Supermarkets"
03/13/2017,03/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01347R",5.58,"Gasoline"
03/13/2017,03/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01366R",5.58,"Gasoline"
03/13/2017,03/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01343R",10.05,"Gasoline"
03/14/2017,03/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.18,"Supermarkets"
03/14/2017,03/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01476R",5.58,"Gasoline"
03/14/2017,03/14/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01471R",5.58,"Gasoline"
03/15/2017,03/15/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
03/15/2017,03/15/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.13,"Supermarkets"
03/15/2017,03/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01582R",5.58,"Gasoline"
03/16/2017,03/16/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
03/16/2017,03/16/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0002305843011017427603",25.74,"Services"
03/17/2017,03/17/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
03/17/2017,03/17/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0002305843011018470025",38.25,"Services"
03/18/2017,03/18/2017,"ELEVATED MPLS MINNEAPOLIS MN",16.10,"Merchandise"
03/18/2017,03/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
03/18/2017,03/18/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",7.32,"Restaurants"
03/19/2017,03/19/2017,"INTERNET PAYMENT - THANK YOU",-250.00,"Payments and Credits"
03/19/2017,03/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.33,"Supermarkets"
03/19/2017,03/19/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01934R",5.58,"Gasoline"
03/20/2017,03/20/2017,"ELEVATED MPLS MINNEAPOLIS MN",16.10,"Merchandise"
03/20/2017,03/20/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",6.22,"Restaurants"
03/20/2017,03/20/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
03/20/2017,03/20/2017,"SLING.COM 888-393-6312 CO",21.44,"Services"
03/20/2017,03/20/2017,"TARGET RICHFIELD MN",85.80,"Supermarkets"
03/21/2017,03/21/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
03/21/2017,03/21/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.77,"Supermarkets"
03/22/2017,03/22/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.42,"Supermarkets"
03/23/2017,03/23/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.97,"Merchandise"
03/23/2017,03/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.54,"Supermarkets"
03/24/2017,03/24/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02484R",9.46,"Gasoline"
03/24/2017,03/27/2017,"ELEVATED MPLS MINNEAPOLIS MN",22.04,"Merchandise"
03/26/2017,03/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.96,"Supermarkets"
03/27/2017,03/27/2017,"LINKEDIN-318*3203044 LINKEDIN.COM CA783155694-3183203044",32.32,"Merchandise"
03/27/2017,03/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
03/27/2017,03/27/2017,"SUBWAY 00456301255 RICHFIELD MN",7.82,"Restaurants"
03/27/2017,03/27/2017,"SUBWAY 00456301255 RICHFIELD MN",7.82,"Restaurants"
03/27/2017,03/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02732R",5.58,"Gasoline"
03/28/2017,03/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.31,"Supermarkets"
03/28/2017,03/28/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02886R",9.88,"Gasoline"
03/28/2017,03/28/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02855R",9.96,"Gasoline"
03/29/2017,03/29/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0328",70.74,"Services"
03/29/2017,03/29/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.00,"Supermarkets"
03/29/2017,03/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02964R",2.79,"Gasoline"
03/29/2017,03/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02947R",5.59,"Gasoline"
03/30/2017,03/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.96,"Supermarkets"
03/30/2017,03/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.27,"Supermarkets"
03/30/2017,03/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",26.68,"Supermarkets"
03/30/2017,03/30/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03051R",5.58,"Gasoline"
03/31/2017,03/31/2017,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-17.73,"Awards and Rebate Credits"
03/31/2017,03/31/2017,"INTERNET PAYMENT - THANK YOU",-382.27,"Payments and Credits"
03/31/2017,03/31/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",1.17,"Supermarkets"
03/31/2017,03/31/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03161R",5.58,"Gasoline"
04/01/2017,04/01/2017,"INTERNET PAYMENT - THANK YOU",-396.55,"Payments and Credits"
04/01/2017,04/01/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.62,"Supermarkets"
04/01/2017,04/01/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00163R",5.58,"Gasoline"
04/01/2017,04/01/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00111R",7.27,"Gasoline"
04/02/2017,04/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
04/02/2017,04/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.29,"Supermarkets"
04/02/2017,04/02/2017,"PETCO 626 63506265730 SAINT PAUL MN",13.98,"Merchandise"
04/02/2017,04/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00279R",5.58,"Gasoline"
04/02/2017,04/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00200R",5.58,"Gasoline"
04/03/2017,04/03/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAEQG0FB2LRE6",0.50,"Merchandise"
04/03/2017,04/03/2017,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",23.68,"Home Improvement"
04/03/2017,04/03/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.96,"Supermarkets"
04/03/2017,04/03/2017,"SUBWAY 03050648255 MINNEAPOLIS MN",7.53,"Restaurants"
04/03/2017,04/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00327R",1.69,"Gasoline"
04/03/2017,04/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00344R",9.23,"Gasoline"
04/03/2017,04/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00341R",17.17,"Gasoline"
04/03/2017,04/03/2017,"THE HOME DEPOT #2845 RICHFIELD MN",24.10,"Home Improvement"
04/04/2017,04/04/2017,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",7.53,"Home Improvement"
04/04/2017,04/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.05,"Supermarkets"
04/04/2017,04/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",18.09,"Supermarkets"
04/05/2017,04/05/2017,"INTERNET PAYMENT - THANK YOU",-100.38,"Payments and Credits"
04/05/2017,04/05/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.33,"Supermarkets"
04/05/2017,04/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00528R",5.39,"Gasoline"
04/05/2017,04/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00501R",7.69,"Gasoline"
04/06/2017,04/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.13,"Supermarkets"
04/06/2017,04/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.29,"Supermarkets"
04/06/2017,04/06/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00694R",7.08,"Gasoline"
04/07/2017,04/07/2017,"CASEYS GEN STORE 3238 ORONCO MN",8.02,"Gasoline"
04/07/2017,04/07/2017,"KWIK STAR 00006296691 DECORAH IA",37.36,"Gasoline"
04/07/2017,04/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.22,"Supermarkets"
04/07/2017,04/07/2017,"SEED SAVERS EXCHANGE INC DECORAH IA",22.40,"Services"
04/07/2017,04/07/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00716R",5.39,"Gasoline"
04/08/2017,04/08/2017,"BP#8453540NORTH STAR XPR NORHTWOOD IA",7.53,"Gasoline"
04/08/2017,04/08/2017,"BP#8453540NORTH STAR XPR NORHTWOOD IA",23.69,"Gasoline"
04/08/2017,04/08/2017,"CASEYS GEN STORE 1753 NORTHWOOD IA",2.66,"Gasoline"
04/09/2017,04/09/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.96,"Supermarkets"
04/09/2017,04/09/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00975R",5.39,"Gasoline"
04/09/2017,04/09/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00977R",5.58,"Gasoline"
04/10/2017,04/10/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.00,"Supermarkets"
04/10/2017,04/10/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01008R",8.07,"Gasoline"
04/11/2017,04/11/2017,"ELEVATED MPLS MINNEAPOLIS MN",16.10,"Merchandise"
04/11/2017,04/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.52,"Supermarkets"
04/11/2017,04/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.15,"Supermarkets"
04/12/2017,04/12/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
04/13/2017,04/13/2017,"ELEVATED MPLS MINNEAPOLIS MN",12.11,"Merchandise"
04/13/2017,04/13/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",22.04,"Merchandise"
04/13/2017,04/13/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.43,"Supermarkets"
04/15/2017,04/15/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0001152921507571782014",33.00,"Services"
04/16/2017,04/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01623R",5.39,"Gasoline"
04/16/2017,04/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01674R",13.57,"Gasoline"
04/17/2017,04/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.98,"Supermarkets"
04/17/2017,04/17/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",27.24,"Supermarkets"
04/17/2017,04/17/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01743R",5.39,"Gasoline"
04/18/2017,04/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
04/18/2017,04/18/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.05,"Supermarkets"
04/18/2017,04/18/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01808R",7.08,"Gasoline"
04/19/2017,04/19/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",3.89,"Services"
04/19/2017,04/19/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
04/19/2017,04/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.42,"Supermarkets"
04/19/2017,04/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.31,"Supermarkets"
04/19/2017,04/19/2017,"PETCO 626 63506265730 SAINT PAUL MN",37.65,"Merchandise"
04/20/2017,04/20/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA400WZXNG MV11S4DL26-1",10.77,"Merchandise"
04/20/2017,04/20/2017,"ELEVATED MPLS MINNEAPOLIS MN",26.03,"Merchandise"
04/20/2017,04/20/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.95,"Supermarkets"
04/20/2017,04/20/2017,"SLING.COM 888-393-6312 CO",21.44,"Services"
04/22/2017,04/22/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",35.81,"Merchandise"
04/22/2017,04/22/2017,"SQ *PARKWAY PIZZA GOSQ MINNEAPOLIS MN0002305843011063631740",32.00,"Services"
04/23/2017,04/23/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02344R",9.68,"Gasoline"
04/24/2017,04/24/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
04/26/2017,04/26/2017,"INTERNET PAYMENT - THANK YOU",-859.78,"Payments and Credits"
04/26/2017,04/27/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",12.10,"Merchandise"
04/26/2017,04/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",32.67,"Supermarkets"
04/27/2017,04/27/2017,"LINKEDIN MOUNTAIN VIEWCA",32.32,"Merchandise"
04/27/2017,04/27/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
04/27/2017,04/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
04/27/2017,04/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02703R",4.78,"Gasoline"
04/28/2017,04/28/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",6.61,"Merchandise"
04/28/2017,04/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.27,"Supermarkets"
04/28/2017,04/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.52,"Supermarkets"
04/28/2017,04/28/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02894R",5.59,"Gasoline"
04/29/2017,04/29/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0428",70.74,"Services"
04/29/2017,04/29/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.22,"Merchandise"
04/29/2017,04/29/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",8.03,"Supermarkets"
04/29/2017,04/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02992R",5.59,"Gasoline"
04/29/2017,04/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02948R",10.98,"Gasoline"
04/30/2017,04/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.79,"Supermarkets"
05/01/2017,05/01/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.80,"Supermarkets"
05/02/2017,05/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",20.98,"Services"
05/02/2017,05/02/2017,"MT HIAW TVM 46TH STREET MINNEAPOLIS MN",1.75,"Travel/ Entertainment"
05/02/2017,05/02/2017,"MT HIAW TVM BALL PARK MINNEAPOLIS MN",1.75,"Travel/ Entertainment"
05/02/2017,05/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.04,"Supermarkets"
05/02/2017,05/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.42,"Supermarkets"
05/02/2017,05/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00215R",2.79,"Gasoline"
05/02/2017,05/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00204R",5.48,"Gasoline"
05/03/2017,05/03/2017,"AMAZON WEB SERVICES AWS.AMAZON.COWAXLBD14CIML6",0.50,"Services"
05/03/2017,05/03/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.04,"Supermarkets"
05/03/2017,05/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00362R",5.59,"Gasoline"
05/03/2017,05/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00336R",5.59,"Gasoline"
05/04/2017,05/04/2017,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-15.80,"Awards and Rebate Credits"
05/04/2017,05/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.24,"Supermarkets"
05/04/2017,05/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.27,"Supermarkets"
05/04/2017,05/04/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00409R",5.39,"Gasoline"
05/05/2017,05/05/2017,"HOLIDAY STNSTORE 0217 EDINA MN",1.29,"Gasoline"
05/05/2017,05/05/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.81,"Supermarkets"
05/05/2017,05/05/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.06,"Supermarkets"
05/05/2017,05/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00585R",5.39,"Gasoline"
05/05/2017,05/05/2017,"TARGET RICHFIELD MN",9.81,"Supermarkets"
05/06/2017,05/06/2017,"IN *MINNEHAHA FALLS NU 612-7245453 MNA0FTB2IG",32.60,"Home Improvement"
05/06/2017,05/06/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",7.30,"Restaurants"
05/06/2017,05/06/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00632R",5.39,"Gasoline"
